ANO;ESTADO;CODIGO IBGE;Municipio;Vendas
2019;Goias;5205307;CAVALCANTE;118 
2019;Goias;5205471;CHAPADAO DO CEU;47.000 
2019;Goias;5208004;FORMOSA;20.000 
2019;Goias;5208707;GOIANIA;1.851.326 
2019;Goias;5208905;GOIAS;10.089 
2019;Goias;5211503;ITUMBIARA;36.000 
2019;Goias;5211909;JATAI;16.249 
2019;Goias;5212204;JUSSARA;5.487 
2019;Goias;5212501;LUZIANIA;45.856 
2019;Goias;5213087;MINACU;4.000 
2019;Goias;5213103;MINEIROS;59.016 
2019;Goias;5214838;NOVA CRIXAS;316 
2019;Goias;5215256;NOVO PLANALTO;317 
2019;Goias;5218003;PORANGATU;12.000 
2019;Goias;5218805;RIO VERDE;285 
2019;Goias;5219308;SANTA HELENA DE GOIAS;12.000 
2019;Goias;5220207;SAO MIGUEL DO ARAGUAIA;213.000 
2019;Goias;5220702;SITIO D'ABADIA;10.000 
2019;Distrito Federal;5300108;BRASILIA;159.119 
